,Order Date,Year,Quarter,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
8440,08-12-2016,2016,4,12-12-2016,Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Paper,10.584,3,0.2,3.4398
1298,08-12-2016,2016,4,12-12-2016,Second Class,Corporate,Saint Paul,Minnesota,Central,Technology,Phones,114.95,5,0,2.299
5748,08-12-2016,2016,4,12-12-2016,Standard Class,Consumer,Greenville,North Carolina,South,Technology,Accessories,16.56,3,0.2,-2.484
5747,08-12-2016,2016,4,12-12-2016,Standard Class,Consumer,Greenville,North Carolina,South,Technology,Accessories,68.112,3,0.2,17.8794
4979,09-12-2016,2016,4,13-12-2016,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Supplies,20.568,3,0.2,1.5426
21,09-12-2016,2016,4,13-12-2016,Standard Class,Corporate,Fremont,Nebraska,Central,Office Supplies,Art,19.46,7,0,5.0596
22,09-12-2016,2016,4,13-12-2016,Standard Class,Corporate,Fremont,Nebraska,Central,Office Supplies,Appliances,60.34,7,0,15.6884
6710,09-12-2016,2016,4,12-12-2016,First Class,Corporate,Stockton,California,West,Office Supplies,Binders,273.92,8,0.2,99.296
4981,09-12-2016,2016,4,13-12-2016,Second Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,19.04,4,0.2,-1.428
1311,09-12-2016,2016,4,13-12-2016,Standard Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,3.69,1,0,1.7343
1312,09-12-2016,2016,4,13-12-2016,Standard Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,122.12,4,0,56.1752
3740,09-12-2016,2016,4,13-12-2016,Standard Class,Consumer,Jackson,Michigan,Central,Office Supplies,Appliances,61.929,1,0.1,23.3954
3739,09-12-2016,2016,4,13-12-2016,Standard Class,Consumer,Jackson,Michigan,Central,Technology,Accessories,59.98,2,0,25.1916
2033,09-12-2016,2016,4,13-12-2016,Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Art,9.328,1,0.2,0.8162
2032,09-12-2016,2016,4,13-12-2016,Standard Class,Corporate,Fort Worth,Texas,Central,Office Supplies,Paper,9.392,2,0.2,3.2872
3738,09-12-2016,2016,4,13-12-2016,Standard Class,Consumer,Jackson,Michigan,Central,Technology,Phones,10.9,1,0,3.052
4980,09-12-2016,2016,4,13-12-2016,Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,4.356,2,0.8,-11.7612
3258,09-12-2016,2016,4,14-12-2016,Second Class,Corporate,Franklin,Tennessee,South,Office Supplies,Binders,2.946,2,0.7,-2.0622
3257,09-12-2016,2016,4,14-12-2016,Second Class,Corporate,Franklin,Tennessee,South,Furniture,Tables,79.974,3,0.4,-29.3238
4751,09-12-2016,2016,4,13-12-2016,Standard Class,Consumer,Franklin,Tennessee,South,Technology,Phones,40.68,3,0.2,-9.153
8554,09-12-2016,2016,4,11-12-2016,First Class,Consumer,Springfield,Virginia,South,Furniture,Tables,1056.86,7,0,158.529
2193,10-12-2016,2016,4,17-12-2016,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,123.92,4,0,55.764
7617,10-12-2016,2016,4,16-12-2016,Standard Class,Consumer,Watertown,New York,East,Office Supplies,Binders,679.96,5,0.2,220.987
9873,10-12-2016,2016,4,14-12-2016,Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,6.48,1,0,3.1104
249,10-12-2016,2016,4,15-12-2016,Second Class,Consumer,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372
2194,10-12-2016,2016,4,17-12-2016,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,35.1,3,0,12.285
2191,10-12-2016,2016,4,17-12-2016,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,153.552,3,0.2,51.8238
3939,10-12-2016,2016,4,10-12-2016,Same Day,Consumer,Greenwood,Indiana,Central,Furniture,Chairs,1424.9,5,0,356.225
7616,10-12-2016,2016,4,16-12-2016,Standard Class,Consumer,Watertown,New York,East,Office Supplies,Paper,18.54,2,0,8.7138
2195,10-12-2016,2016,4,17-12-2016,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,44.75,5,0,8.5025
5524,10-12-2016,2016,4,12-12-2016,First Class,Home Office,Long Beach,California,West,Office Supplies,Paper,80.28,12,0,36.9288
2192,10-12-2016,2016,4,17-12-2016,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,65.34,3,0,22.869
252,10-12-2016,2016,4,13-12-2016,First Class,Consumer,New York City,New York,East,Office Supplies,Storage,80.58,6,0,22.5624
253,10-12-2016,2016,4,13-12-2016,First Class,Consumer,New York City,New York,East,Office Supplies,Envelopes,361.92,4,0,162.864
8187,10-12-2016,2016,4,16-12-2016,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,62.82,9,0,29.5254
9695,11-12-2016,2016,4,14-12-2016,First Class,Corporate,Springfield,Ohio,East,Office Supplies,Appliances,73.536,4,0.2,9.192
53,11-12-2016,2016,4,17-12-2016,Standard Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,15.26,7,0,6.2566
54,11-12-2016,2016,4,17-12-2016,Standard Class,Corporate,New York City,New York,East,Technology,Phones,1029.95,5,0,298.6855
7054,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Furniture,Chairs,363.92,5,0.2,-31.843
5996,11-12-2016,2016,4,11-12-2016,Same Day,Corporate,Columbus,Ohio,East,Office Supplies,Appliances,387.136,4,0.2,24.196
5993,11-12-2016,2016,4,11-12-2016,Same Day,Corporate,Columbus,Ohio,East,Office Supplies,Storage,64.96,5,0.2,-4.06
630,11-12-2016,2016,4,13-12-2016,Second Class,Consumer,Aurora,Colorado,West,Office Supplies,Storage,243.384,3,0.2,-51.7191
631,11-12-2016,2016,4,13-12-2016,Second Class,Consumer,Aurora,Colorado,West,Technology,Accessories,119.8,5,0.2,29.95
632,11-12-2016,2016,4,13-12-2016,Second Class,Consumer,Aurora,Colorado,West,Technology,Phones,300.768,4,0.2,30.0768
648,11-12-2016,2016,4,16-12-2016,Second Class,Corporate,Vancouver,Washington,West,Furniture,Furnishings,14.8,4,0,6.068
649,11-12-2016,2016,4,16-12-2016,Second Class,Corporate,Vancouver,Washington,West,Technology,Phones,302.376,3,0.2,22.6782
1602,11-12-2016,2016,4,17-12-2016,Standard Class,Consumer,Smyrna,Tennessee,South,Office Supplies,Art,6.672,3,0.2,1.668
5995,11-12-2016,2016,4,11-12-2016,Same Day,Corporate,Columbus,Ohio,East,Furniture,Chairs,458.43,5,0.3,-137.529
650,11-12-2016,2016,4,16-12-2016,Second Class,Corporate,Vancouver,Washington,West,Technology,Accessories,316,4,0,31.6
7059,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Appliances,83.42,2,0,24.1918
7056,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Binders,122.688,9,0.2,39.8736
5994,11-12-2016,2016,4,11-12-2016,Same Day,Corporate,Columbus,Ohio,East,Office Supplies,Supplies,13.52,2,0.2,1.69
1135,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Homestead,Florida,South,Office Supplies,Storage,85.224,3,0.2,7.4571
7055,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Binders,35.808,3,0.2,11.19
7058,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Storage,50.22,3,0,2.0088
5997,11-12-2016,2016,4,11-12-2016,Same Day,Corporate,Columbus,Ohio,East,Furniture,Tables,328.59,3,0.4,-147.8655
7057,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Furniture,Tables,892.136,7,0.2,111.517
7060,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Binders,5.872,2,0.2,2.1286
7052,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Paper,30.98,1,0,13.941
7053,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Technology,Accessories,119.96,4,0,25.1916
7051,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Art,23.32,2,0,6.0632
7050,11-12-2016,2016,4,11-12-2016,Same Day,Consumer,Anaheim,California,West,Office Supplies,Binders,209.6,5,0.2,68.12
6184,11-12-2016,2016,4,13-12-2016,First Class,Home Office,Portland,Oregon,West,Furniture,Chairs,403.92,5,0.2,25.245
4573,12-12-2016,2016,4,18-12-2016,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Phones,657.93,7,0,184.2204
5577,12-12-2016,2016,4,16-12-2016,Standard Class,Consumer,Pasadena,California,West,Office Supplies,Appliances,56.52,3,0,15.8256
5251,12-12-2016,2016,4,18-12-2016,Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Paper,49.12,4,0,23.0864
9938,12-12-2016,2016,4,17-12-2016,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,60.35,5,0,19.9155
4034,12-12-2016,2016,4,12-12-2016,Same Day,Corporate,Lorain,Ohio,East,Office Supplies,Binders,18.693,3,0.7,-14.3313
5250,12-12-2016,2016,4,18-12-2016,Standard Class,Consumer,Columbus,Georgia,South,Technology,Accessories,249.95,5,0,19.996
4035,12-12-2016,2016,4,12-12-2016,Same Day,Corporate,Lorain,Ohio,East,Technology,Accessories,383.952,6,0.2,76.7904
4574,12-12-2016,2016,4,18-12-2016,Standard Class,Home Office,Jackson,Michigan,Central,Furniture,Furnishings,33.48,4,0,8.7048
4575,12-12-2016,2016,4,18-12-2016,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Art,13.9,5,0,3.614
9939,12-12-2016,2016,4,17-12-2016,Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,35.52,4,0,9.9456
5576,12-12-2016,2016,4,16-12-2016,Standard Class,Consumer,Pasadena,California,West,Furniture,Furnishings,383.64,6,0,122.7648
4576,12-12-2016,2016,4,18-12-2016,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Storage,26.86,2,0,6.715
9940,12-12-2016,2016,4,17-12-2016,Standard Class,Corporate,New York City,New York,East,Office Supplies,Art,11.2,7,0,4.816
3686,13-12-2016,2016,4,19-12-2016,Standard Class,Consumer,Riverside,California,West,Office Supplies,Art,9.84,3,0,3.2472
941,13-12-2016,2016,4,20-12-2016,Standard Class,Corporate,Torrance,California,West,Office Supplies,Binders,6.096,2,0.2,2.2098
942,13-12-2016,2016,4,20-12-2016,Standard Class,Corporate,Torrance,California,West,Furniture,Tables,1114.272,4,0.2,41.7852
455,13-12-2016,2016,4,17-12-2016,Standard Class,Corporate,Norman,Oklahoma,Central,Technology,Accessories,63.88,4,0,24.9132
7940,14-12-2016,2016,4,17-12-2016,First Class,Corporate,San Diego,California,West,Furniture,Chairs,81.424,2,0.2,-9.1602
3468,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,Jackson,Mississippi,South,Furniture,Furnishings,133.38,6,0,58.6872
7941,14-12-2016,2016,4,17-12-2016,First Class,Corporate,San Diego,California,West,Office Supplies,Storage,134.8,10,0,35.048
6396,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,23.12,2,0.2,7.803
6395,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,17.15,1,0,4.6305
6394,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,396.92,4,0,198.46
6393,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,Fasteners,21.48,6,0,10.5252
6391,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,14.62,2,0,6.7252
6392,14-12-2016,2016,4,19-12-2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,5.76,2,0,2.8224
6647,15-12-2016,2016,4,21-12-2016,Standard Class,Home Office,Springfield,Oregon,West,Office Supplies,Appliances,87.168,2,0.2,8.7168
6646,15-12-2016,2016,4,21-12-2016,Standard Class,Home Office,Springfield,Oregon,West,Furniture,Tables,564.195,3,0.5,-304.6653
722,15-12-2016,2016,4,19-12-2016,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,296.37,3,0,80.0199
8262,15-12-2016,2016,4,19-12-2016,Standard Class,Home Office,Fayetteville,Arkansas,South,Office Supplies,Paper,19.44,3,0,9.3312
8046,15-12-2016,2016,4,17-12-2016,Second Class,Consumer,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,2.214,3,0.7,-1.476
6377,15-12-2016,2016,4,22-12-2016,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,14.76,2,0,4.2804
721,15-12-2016,2016,4,19-12-2016,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Tables,1652.94,3,0,231.4116
6202,16-12-2016,2016,4,23-12-2016,Standard Class,Consumer,Apple Valley,California,West,Furniture,Chairs,563.92,5,0.2,7.049
6719,16-12-2016,2016,4,19-12-2016,First Class,Consumer,Goldsboro,North Carolina,South,Office Supplies,Appliances,34.944,3,0.2,3.0576
469,16-12-2016,2016,4,20-12-2016,Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002
1464,16-12-2016,2016,4,19-12-2016,First Class,Corporate,New York City,New York,East,Office Supplies,Fasteners,3.68,2,0,1.8032
8684,16-12-2016,2016,4,23-12-2016,Standard Class,Home Office,San Diego,California,West,Technology,Accessories,21.21,7,0,4.4541
5911,17-12-2016,2016,4,22-12-2016,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,46.53,3,0,13.0284
3770,17-12-2016,2016,4,21-12-2016,Standard Class,Consumer,San Francisco,California,West,Furniture,Tables,2003.52,6,0.2,-325.572
9016,17-12-2016,2016,4,23-12-2016,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Binders,11.416,1,0.2,3.8529
8414,17-12-2016,2016,4,21-12-2016,Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,165.6,3,0.2,-6.21
9015,17-12-2016,2016,4,23-12-2016,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Binders,13.488,2,0.2,4.3836
9039,17-12-2016,2016,4,21-12-2016,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,9892.74,13,0,4946.37
8413,17-12-2016,2016,4,21-12-2016,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,51.84,10,0.2,18.144
5021,18-12-2016,2016,4,24-12-2016,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,72.64,2,0,21.792
640,18-12-2016,2016,4,22-12-2016,Standard Class,Corporate,Minneapolis,Minnesota,Central,Furniture,Furnishings,18.84,3,0,6.0288
5660,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Technology,Phones,28.68,3,0.2,-7.17
5023,18-12-2016,2016,4,24-12-2016,Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,39.92,4,0,11.1776
5654,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Office Supplies,Binders,45.24,4,0.7,-30.16
288,18-12-2016,2016,4,20-12-2016,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145
5655,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Office Supplies,Art,18.688,4,0.2,2.336
8907,18-12-2016,2016,4,20-12-2016,First Class,Corporate,San Francisco,California,West,Technology,Phones,66.976,7,0.2,6.6976
3504,18-12-2016,2016,4,20-12-2016,Second Class,Home Office,New York City,New York,East,Office Supplies,Storage,900.08,4,0,117.0104
5659,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Office Supplies,Labels,15.936,4,0.2,5.1792
287,18-12-2016,2016,4,20-12-2016,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Appliances,194.528,2,0.2,24.316
286,18-12-2016,2016,4,20-12-2016,Second Class,Corporate,Tamarac,Florida,South,Office Supplies,Binders,254.058,7,0.7,-169.372
7578,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Omaha,Nebraska,Central,Furniture,Chairs,563.94,3,0,112.788
1315,18-12-2016,2016,4,23-12-2016,Standard Class,Corporate,Los Angeles,California,West,Furniture,Furnishings,183.84,8,0,62.5056
1314,18-12-2016,2016,4,23-12-2016,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,38.88,6,0,18.6624
5657,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Technology,Accessories,112.776,3,0.2,-8.4582
5656,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Office Supplies,Paper,11.648,2,0.2,3.7856
5022,18-12-2016,2016,4,24-12-2016,Standard Class,Consumer,San Diego,California,West,Technology,Accessories,772.47,3,0,146.7693
4860,18-12-2016,2016,4,24-12-2016,Standard Class,Corporate,Morristown,New Jersey,East,Office Supplies,Binders,1793.98,2,0,843.1706
1316,18-12-2016,2016,4,23-12-2016,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Supplies,579.3,5,0,28.965
5658,18-12-2016,2016,4,21-12-2016,First Class,Home Office,Salem,Oregon,West,Furniture,Tables,377.45,5,0.5,-264.215
5544,19-12-2016,2016,4,25-12-2016,Standard Class,Corporate,Tucson,Arizona,West,Office Supplies,Binders,5.214,2,0.7,-4.1712
5542,19-12-2016,2016,4,25-12-2016,Standard Class,Corporate,Tucson,Arizona,West,Furniture,Tables,455.97,6,0.5,-218.8656
7791,19-12-2016,2016,4,24-12-2016,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,1.8,5,0.8,-2.88
5543,19-12-2016,2016,4,25-12-2016,Standard Class,Corporate,Tucson,Arizona,West,Office Supplies,Binders,10.44,6,0.7,-7.656
6170,19-12-2016,2016,4,24-12-2016,Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,34.248,3,0.2,11.5587
8429,19-12-2016,2016,4,21-12-2016,Second Class,Consumer,Reading,Pennsylvania,East,Furniture,Furnishings,303.92,5,0.2,-30.392
6171,19-12-2016,2016,4,24-12-2016,Second Class,Corporate,New York City,New York,East,Office Supplies,Art,3.52,2,0,1.0208
3515,20-12-2016,2016,4,24-12-2016,Standard Class,Consumer,Jackson,Mississippi,South,Technology,Accessories,66.3,3,0,8.619
7028,20-12-2016,2016,4,23-12-2016,Second Class,Consumer,Fremont,Nebraska,Central,Office Supplies,Paper,33.9,5,0,15.594
3720,20-12-2016,2016,4,24-12-2016,Standard Class,Home Office,Jackson,Mississippi,South,Furniture,Furnishings,18.92,4,0,7.3788
3721,20-12-2016,2016,4,24-12-2016,Standard Class,Home Office,Jackson,Mississippi,South,Office Supplies,Binders,15.42,2,0,6.939
8667,22-12-2016,2016,4,24-12-2016,Second Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,55.36,4,0.2,19.376
8668,22-12-2016,2016,4,24-12-2016,Second Class,Home Office,Seattle,Washington,West,Technology,Machines,11.56,1,0.2,3.757
9348,22-12-2016,2016,4,28-12-2016,Standard Class,Consumer,Moreno Valley,California,West,Furniture,Furnishings,842.72,8,0,202.2528
1825,22-12-2016,2016,4,28-12-2016,Standard Class,Consumer,Redmond,Oregon,West,Furniture,Furnishings,11.84,4,0.2,3.108
8511,22-12-2016,2016,4,26-12-2016,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,25.584,2,0.2,8.9544
1826,22-12-2016,2016,4,28-12-2016,Standard Class,Consumer,Redmond,Oregon,West,Furniture,Furnishings,22.784,1,0.2,4.8416
1824,22-12-2016,2016,4,28-12-2016,Standard Class,Consumer,Redmond,Oregon,West,Office Supplies,Binders,31.32,10,0.7,-25.056
9349,22-12-2016,2016,4,28-12-2016,Standard Class,Consumer,Moreno Valley,California,West,Furniture,Furnishings,41.96,2,0,10.9096
1300,23-12-2016,2016,4,25-12-2016,Second Class,Consumer,Springfield,Virginia,South,Furniture,Furnishings,572.76,6,0,166.1004
8560,23-12-2016,2016,4,26-12-2016,Second Class,Corporate,Houston,Texas,Central,Technology,Phones,131.88,3,0.2,14.8365
4896,23-12-2016,2016,4,30-12-2016,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,1117.92,4,0,55.896
4895,23-12-2016,2016,4,30-12-2016,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Envelopes,61.96,2,0,30.3604
4894,23-12-2016,2016,4,30-12-2016,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,47.9,1,0,22.992
1301,23-12-2016,2016,4,25-12-2016,Second Class,Consumer,Springfield,Virginia,South,Furniture,Furnishings,286.38,3,0,83.0502
4892,23-12-2016,2016,4,30-12-2016,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Art,4.2,2,0,1.176
2305,23-12-2016,2016,4,24-12-2016,First Class,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,141.372,2,0.3,-14.1372
8558,23-12-2016,2016,4,26-12-2016,Second Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,45.36,9,0.2,14.742
4891,23-12-2016,2016,4,30-12-2016,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,37.94,2,0,18.2112
